Row	File	Type	Key
118	/dati/tmpl/mobile15/qr_page.tmpl	DIZ	WEBAPP_GOLD_TAGS
137	/dati/tmpl/mobile15/qr_page.tmpl	DIZ	WEBAPP_GOLD_FOOTER_TERMS
141	/dati/tmpl/mobile15/qr_page.tmpl	DIZ	WEBAPP_GOLD_FOOTER_HELP
45	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	ADD2HOME_POPUP
46	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	ADD2HOME_POPUP_ANDROID
263	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_HEADER_TEXT
266	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_HEADER_TEXT
267	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_MAIN_CONTENT_TEXT1
268	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_MAIN_CONTENT_TEXT2
270	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_QUESTION
273	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_ANSWER
276	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_INSTRUCTIONS
282	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_LASTNEWS
285	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_TEXT
290	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	WEBAPP_QRPAGE_COPYRIGHT
325	/dati/tmpl/mobile15/qr_prova.tmpl	DIZ	TERMS
7	/dati/tmpl/mobile15/signup.tmpl	DIZ	MSISDN_NOT_SUBSCRIBED
12	/dati/tmpl/mobile15/signup.tmpl	DIZ	WRONG_PIN_WEBAPP
17	/dati/tmpl/mobile15/signup.tmpl	DIZ	USER_WEBAPP
20	/dati/tmpl/mobile15/signup.tmpl	DIZ	WEBAPP_LOGIN_INVALID_NUMBER
22	/dati/tmpl/mobile15/signup.tmpl	DIZ	PIN_WEBAPP
25	/dati/tmpl/mobile15/signup.tmpl	DIZ	WEBAPP_LOGIN_INVALID_PIN
32	/dati/tmpl/mobile15/signup.tmpl	DIZ	WEBAPP_GOLD_GOOGLE_CHECKBOX
35	/dati/tmpl/mobile15/signup.tmpl	DIZ	PERSONALDATA_ERROR_MESSAGE
40	/dati/tmpl/mobile15/signup.tmpl	DIZ	FORGOT_BUTTON_WEBAPP
41	/dati/tmpl/mobile15/signup.tmpl	DIZ	FORGOT_TITLE_WEBAPP
6	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	MSISDN_NOT_SUBSCRIBED
11	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	WRONG_PIN_WEBAPP
16	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	USER_WEBAPP
19	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	WEBAPP_LOGIN_INVALID_NUMBER
21	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	PIN_WEBAPP
24	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	WEBAPP_LOGIN_INVALID_PIN
31	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	WEBAPP_GOLD_GOOGLE_CHECKBOX
34	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	PERSONALDATA_ERROR_MESSAGE
39	/dati/tmpl/mobile15/smartlogin.tmpl	DIZ	FORGOT_BUTTON_WEBAPP
